Culture,k,n_total,n_honest,n_manip,manip_pct,trials,Target,Rule,Change_Rate,Success_Rate,Avg_Overlap
Mallows (phi=0.7),5,100,92,8,8,1000,Cutoff,k-Median Rule,5.2,5.2,0.9895999999999993
Mallows (phi=0.7),5,100,92,8,8,1000,Cutoff,k-Median-Shapley,14.799999999999999,14.799999999999999,0.9703999999999976
Mallows (phi=0.7),5,100,92,8,8,1000,Bottom,Evaluative Voting,15.4,15.4,0.9691999999999976
Mallows (phi=0.7),5,100,92,8,8,1000,Bottom,k-Median Rule,1.2,0.1,0.9975999999999999
Mallows (phi=0.7),5,100,92,8,8,1000,Bottom,k-Median-Shapley,6.3,0.5,0.9873999999999991
Mallows (phi=0.7),6,100,92,8,8,1000,Cutoff,Evaluative Voting,71.0,71.0,0.8816666666666744
Mallows (phi=0.7),6,100,92,8,8,1000,Cutoff,k-Median Rule,19.7,19.7,0.96716666666667
Mallows (phi=0.7),6,100,92,8,8,1000,Cutoff,k-Median-Shapley,28.000000000000004,28.000000000000004,0.9533333333333376
Mallows (phi=0.7),6,100,92,8,8,1000,Bottom,Evaluative Voting,71.0,71.0,0.8816666666666744
Mallows (phi=0.7),6,100,92,8,8,1000,Bottom,k-Median Rule,19.7,19.7,0.96716666666667
Mallows (phi=0.7),6,100,92,8,8,1000,Bottom,k-Median-Shapley,28.000000000000004,28.000000000000004,0.9533333333333376
Mallows (phi=0.7),2,100,91,9,9,1000,Cutoff,Evaluative Voting,65.5,65.5,0.6725
Mallows (phi=0.7),2,100,91,9,9,1000,Cutoff,k-Median Rule,10.9,10.9,0.9455
Mallows (phi=0.7),2,100,91,9,9,1000,Cutoff,k-Median-Shapley,15.8,15.7,0.921
